OBJECTID,SHAPESTArea,SHAPESTLength,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,AnoAberturaEmpreendimento,ClassificacaoTdP,DataUltClassifF,ValidadeClassif,ParecerPostClassif,DataPostClassif,AtribuicaoUT,RecTurNatureza,CertifAmbiental,DesigCertifAmbiental,CertifQualServ,DesigCertifQualServ,OutrasCertifPremios,DesigOutrasCertif,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,NUTSI,ERT,PNCT,RNAP,RedeNatura2000Global,RedeNatura2000Sitios,RedeNatura2000ZPE,FaixaCosteira,ZonaCosteira,ZonaTerrestreProtecao,LimitePROT,LimitePOC,LimiteAlbufeiras,UNESCO,Geoparques,Biosfera,RedeAldeias,FreguesiasCosteiras,NUTSIIICosteiras,DataAtualiza,SeloCleanSafe,RNET
9239122,5.53857421875,8.35326414383892,7697,Porto Charming Hotel,Zaida Candida França Pinto Engelhart,"File Hotéis, Lda.",Hotel,3,14,28,14,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Sala de estar,2018,Sim,2018/07/30 00:00:00+00,2023/07/30 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Sim,,gerencia@portocharmehotel.pt,"Rua Firmeza, 101",4000-099,Porto,"41,1508811464099 ; -8,60249437221312",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,7697
9239147,1500.6982421875,169.150132494346,7762,Hotel A Brasileira - Porto,"OPPA A BRASILEIRA - EMPREENDIMENTOS IMOBILIARIOS E TURÍSTICOS, LDA","OPPA A BRASILEIRA - EMPREENDIMENTOS IMOBILIARIOS E TURÍSTICOS, LDA",Hotel,5,90,176,86,4,0,0,0,NaoIntegra,,Não,Sim,70,Não,"Zona de estar; Ginásio; Cafetaria",2018,Sim,2018/09/05 00:00:00+00,2023/09/05 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Sim,www.abrasileiraporto.com,geral@abrasileiraporto.com,"Rua Sá da Bandeira, 91",4000-427,Porto,"41,1469487693507 ; -8,60933083226674",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Sim,Sim,,Sim,7762
9239178,5.52099609375,8.34108524431506,784,HOTEL PORTO NOBRE,RESIDENCIAL PORTO NOBRE LDA,RESIDENCIAL PORTO NOBRE LDA,Hotel,2,20,38,20,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Sala de estar,1980,Sim,2015/05/25 00:00:00+00,2020/05/25 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.portonobre.net,geral@portonobre.net,"RUA DO AMIAL, 838",4000-056,Porto,"41,1799876604338 ; -8,61374550087224",Fiavel,Paranhos (Porto),Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,784
9239193,1094.56005859375,142.780954896666,788,AC Hotel Porto By Marriott,HOTEL PROJECT PORTO LDA,HOTEL PROJECT PORTO LDA,Hotel,4,128,256,121,7,0,0,0,NaoIntegra,,Não,Sim,300,Não,"Restaurante; Salas de vídeo conferência; Sala fitness; Sala de televisão",2006,Sim,2017/06/22 00:00:00+00,2022/06/22 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hotelacporto.com,Reception.Porto@acmarriott.com,Rua Jaime Brasil nº 40,4350-009,Porto,"41,1646498795478 ; -8,58335093718505",Fiavel,Campanhã,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,788
9239194,5.5166015625,8.3368584789115,7885,Porto Coliseum Hotel,JOAO PINTO E TEIXEIRA LDA,JOAO PINTO E TEIXEIRA LDA,Hotel,3,24,48,20,4,0,0,0,NaoIntegra,,Não,Não,0,Não,Sala de pequenos almoços,2017,Sim,2019/01/03 00:00:00+00,2024/01/03 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Sim,www.portocoliseumhotel.com,info@portocoliseumhotel.com,"Rua de Passos Manuel, n.º 135",4000-385,Porto,"41,1468938557298 ; -8,60567916457167",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,7885
9239195,976.140625,157.975067189683,7889,THE EDITORY HOUSE HOTEL,Promocircular Lda,"THE HOUSE RIBEIRA HOTEL -EXPLORA??O HOTELEIRA, S.",Hotel,4,56,105,53,3,0,0,0,NaoIntegra,,Não,Não,0,Não,"Zona lounge; Zona de refeições ligeiras",2016,Sim,2019/06/16 00:00:00+00,2024/06/16 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.editoryhotels.com/house-ribeira-porto,house@editoryhotels.pt,"Rua Infante D. Henrique, 24/32",4050-296,Porto,"41,1415016306707 ; -8,61407590166436",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/07/20 00:00:00+00,Sim,7889
9239214,1132.21826171875,142.792197040566,793,Hotel Nave,STP Sociedade Turistica Portuguesa Lda,STP Sociedade Turistica Portuguesa Lda,Hotel,3,81,162,75,6,0,0,0,NaoIntegra,,Não,Sim,0,Não, ,1968,Sim,2011/12/21 00:00:00+00,2015/12/21 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.hotelnave.com,reservas@hotelnave.com,"Av. Fernão de Magalhães, 247",4300-190,Porto,"41,1523226144379 ; -8,59738907150492",Fiavel,Bonfim,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Não,793
9239228,499.4013671875,92.6547531012951,7972,Your Opo Bolhão Apartments,Restritolote - Imobiliária Lda,BATEIRA & FERREIRA LDA,ApartamentosTuristicos,3,14,28,0,0,14,0,0,NaoIntegra,,Não,Não,0,Não,-,2018,Sim,2018/12/12 00:00:00+00,2023/12/12 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Sim,www.youropoapartments.com,support@youropoapartments.com,Rua Sá da Bandeira 397,4000-435,Porto,"41,1497691317638 ; -8,60767476028495",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Não,7972
9239230,5.53955078125,8.35344648113883,7980,Palace Museum Espaço Palmeiras,MARIA ADELAIDE FERNANDES DE OLIVEIRA,MEMORIAS SIMPATICAS - UNIPESSOAL LDA,TurismoDeHabitacao,0,4,8,0,4,0,0,0,NaoIntegra,,Não,Não,0,Não,-,2019,NA,,,NA,,Não,Não,Não,,Não,,Não,,Não,,ESPACO.PALMEIRAS@GMAIL.COM,"Travessa de São Carlos, n.º 7",4050-544,Porto,"41,1516364320832 ; -8,61448303211345",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,7980
9239287,1840.00830078125,192.065936966605,8109,Maison Albar Hotels Le Monumental Palace,"MONUMENTAL PALACE HOTEL, S.A.","MONUMENTAL PALACE HOTEL, S.A.",Hotel,5,76,152,63,13,0,0,0,NaoIntegra,,Não,Sim,80,Sim,"Restaurante; Bar; Café; Loja; Sala de estar",2018,Sim,2019/01/04 00:00:00+00,2024/01/04 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Sim,,floris.boyen@maisonalbar.eu,"Avenida dos Aliados, 151, 157, 165, 173 e 179",4000-067,Porto,"41,1484613992937 ; -8,61162254704918",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Sim,Sim,,Sim,8109
9239315,658.58056640625,121.028023477656,8175,Bloom House by Sweet Porto,Harmonia do Futuro Lda,SWEET PORTO UNIPESSOAL LDA,ApartamentosTuristicos,3,20,40,0,0,20,0,0,NaoIntegra,,Não,Não,0,Não,-,2018,Sim,2019/06/07 00:00:00+00,2024/06/07 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.sweetporto.com,harmoniadofuturo.contabilidade@gmail.com,Rua Santa Catarina n.º 508 e 512 e Travessa das Almas n.º 49 e 51,4000-445,Porto,"41,1505687703568 ; -8,60517651834542",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/06/14 00:00:00+00,Sim,8175
9239342,687.92822265625,106.946730639194,8227,One Shot Aliados Goldsmith 12,"Silvermoments Investimentos Turísticos e Imobiliários, Lda","Silvermoments Investimentos Turísticos e Imobiliários, Lda",Hotel,4,43,80,42,1,0,0,0,NaoIntegra,,Não,Sim,35,Não,"Business Center; Comércio (lojas autónomas); Sala de pequenos almoços",2018,Sim,2019/10/30 00:00:00+00,2024/10/30 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,cr.aliadosgoldsmith12@oneshothotels.com,Rua do Almada 14,4050-030,Porto,"41,146192372858 ; -8,61194501245458",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Não,8227
9239376,5.517578125,8.33713188447345,830,Hotel S. Marino,"Armando Ferreira e Cunha, Lda","Armando Ferreira e Cunha, Lda",Hotel,2,12,24,12,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1988,Sim,2015/03/26 00:00:00+00,2020/03/26 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Sim,www.hotelsmarino.com,info@hotelsmarino.com,"Praça Carlos Alberto,59",4050-157,Porto,"41,1489775380392 ; -8,61579351884714",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Não,830
9239390,512.3779296875,96.6155204211407,8342,Hotel Moon & Sun Porto,MESQUITA DE SOUSA HOTELS & RESORTS LDA,MESQUITA DE SOUSA HOTELS & RESORTS LDA,Hotel,4,48,63,48,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar / Zona de estar,2019,Sim,2019/10/01 00:00:00+00,2024/10/01 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.ms-hotels.com,geral@ms-hotels.com,Rua Sá de Noronha nº 70-74,4050-526,Porto,"41,1485721110036 ; -8,61484286675154",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/10/04 00:00:00+00,Sim,8342
9239402,806.3076171875,123.689366273908,8384,Porto Royal Bridges,Urgenteburgo Lda,Embrace Victory,Hotel,4,69,121,69,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,2019,Sim,2019/12/08 00:00:00+00,2024/12/08 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.portobridgeshotel.com,reservas@portobridgeshotel.com,"Rua de Sá da Bandeira, 53",4000-433,Porto,"41,146612141724 ; -8,61006393608376",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/12/13 00:00:00+00,Sim,8384
9239431,8934.68701171875,383.533226685427,8451,Vila Foz Hotel & Spa,HUGA HOTELS SA,HUGA HOTELS SA,Hotel,5,68,136,64,4,0,0,0,NaoIntegra,,Não,Sim,60,Sim,Ginásio,2019,Sim,2019/11/03 00:00:00+00,2024/11/03 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.vilafozhotel.pt,vilafoz@vilafozhotel.pt,"Av. de Montevideu, 236",4150-516,Porto,"41,1613596372211 ; -8,68420551349134",Fiavel,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,POC Caminha - Espinho,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/11/18 00:00:00+00,Sim,8451
9239440,1198.6572265625,156.50088768303,8476,Hotel Vila Galé Porto Ribeira,VILA GALE INTERNACIONAL INVESTIMENTOS TURISTICOS,VILA GALE INTERNACIONAL INVESTIMENTOS TURISTICOS,Hotel,4,67,130,67,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2019,Sim,2019/09/15 00:00:00+00,2024/09/15 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.vilagale.com,ribeira@vilagale.com,"Cais das Pedras, 17 a 22",4050-465,Porto,"41,1458200548805 ; -8,62978350095146",Fiavel,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/09/16 00:00:00+00,Sim,8476
9239472,1447.58984375,152.991001516985,8548,Hotel Acta The Avenue Porto,BB Sociedade,FG ACTA PORTUGAL SOCIEDADE UNIPESSOAL LDA,Hotel,4,96,192,92,4,0,0,0,NaoIntegra,,Não,Não,0,Não,Restaurante,2019,Sim,2019/11/14 00:00:00+00,2024/11/14 00:00:00+00,Não,,Sim,Não,Não,,Não,,Sim,Energética,Não,www.hoteltheavenueporto.com,info.theavenue@actahotels.com,"Av. Fernão Magalhães, 188",4300-188,Porto,"41,1515870787432 ; -8,5970861261108",Fiavel,Bonfim,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/11/21 00:00:00+00,Não,8548
9239473,450.91748046875,85.9215346291124,8549,Porto City Hotel,IMOMAJEED COMERCIO SERVICOS E IMOBILIARIA LDA,IMOMAJEED COMERCIO SERVICOS E IMOBILIARIA LDA,Hotel,3,40,75,40,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2019,Sim,2019/11/12 00:00:00+00,2024/11/12 00:00:00+00,Não,,Não,Não,Não,,Sim,Certificação acústica e energética,Não,,Não,www.portocityhotel.com,geral@imomajeed.pt,"Rua de Faria Guimarães, 211/215",4000-206,Porto,"41,1592732187601 ; -8,60859850803091",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/11/18 00:00:00+00,Sim,8549
9239555,906.4111328125,135.400717614779,8740,Porto City House,I.M.E. - Imóveis e Empreendimentos Hoteleiros SA.,I.M.E. - Imóveis e Empreendimentos Hoteleiros SA.,ApartamentosTuristicos,4,21,42,0,0,21,0,0,NaoIntegra,,Não,Não,0,Não,,2019,Sim,2020/05/02 00:00:00+00,2025/05/02 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.portocityhouse.pt,admin@portocityhouse.pt,"Rua Beato Inácio de Azevedo, 175",4100-284,Porto,"41,1632073990173 ; -8,64984429945047",Fiavel,Ramalde,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2020/05/05 00:00:00+00,Sim,8740
9239559,449.00048828125,100.591083121305,8747,Exmo. Hotel,"Sunday Numbers, S.A.",TEAANDTEA LDA,Hotel,4,16,27,15,1,0,0,0,NaoIntegra,,Não,Sim,20,Não,,2019,Sim,2020/12/11 00:00:00+00,2025/12/11 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Sim,,info@exmohotel.com,Rua do Infante D. Henrique 55-61,4050-297,Porto,"41,1409046092675 ; -8,61445469110621",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não abrangido,Não abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,,,2021/04/23 00:00:00+00,Sim,8747
9239566,5.5166015625,8.3373203761149,876,Hotel Vila Galé Porto,VILA GALE - SOCIEDADE DE EMPREENDIMENTOS TURISTIC,VILA GALE - SOCIEDADE DE EMPREENDIMENTOS TURISTIC,Hotel,4,292,571,273,19,0,0,0,NaoIntegra,,Não,Sim,1000,Sim,"Bar; Sala polivalente; Restaurante",0,Sim,2017/06/19 00:00:00+00,2022/06/19 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.vilagale.com,porto@vilagale.com,"Avenida Fernão de Magalhães, 7",4300-190,Porto,"41,1505812861298 ; -8,59810336462028",Fiavel,Bonfim,Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,876
9239569,2585.7490234375,233.328504716774,8769,PortoBay Flores,"DISTINCTABILITY, S.A.","DISTINCTABILITY, S.A.",Hotel,5,66,132,60,6,0,0,0,NaoIntegra,,Não,Sim,36,Sim,"Capela, Piscina Interior",2019,Sim,2020/08/11 00:00:00+00,2025/08/11 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Sim,,flores@portobay.pt,Rua das Flores 27,4050-416,Porto,"41,1438834454825 ; -8,61440901169694",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2020/08/13 00:00:00+00,Não,8769
9239578,3517.79833984375,259.278328025878,8790,Hotel Catalonia Porto,EUROPCAT PORTUGAL UNIPESSOAL LDA,EUROPCAT PORTUGAL UNIPESSOAL LDA,Hotel,4,86,166,86,0,0,0,0,NaoIntegra,,Não,Não,0,Sim,"Ginásio, Restaurante; Piscina Exterior",2019,Sim,2020/10/18 00:00:00+00,2025/10/18 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Sim,,porto.direccion@cataloniahotels.com,"Rua de Entreparedes, 92",4000-198,Porto,"41,1453669823944 ; -8,60515000868552",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2020/10/26 00:00:00+00,Sim,8790
9239581,422.37451171875,121.36806486321,8796,S. Bento Residences,Nelson Quintas Imobiliaria SA,NQI São Bento Residences Lda,ApartamentosTuristicos,4,16,32,0,0,16,0,0,NaoIntegra,,Não,Não,0,Não,Restaurante/Cafetaria,2020,Nao,2020/03/05 00:00:00+00,2025/03/05 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.sbentoresidences.com,info@sbentoresidences.com,"Av. Dom Afonso Henriques, 200",4000-013,Porto,"41,145052665573 ; -8,61059652571511",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não abrangido,Não abrangido,"Centro Histórico do Porto, Ponte Luiz I e Mosteiro da Serra do Pilar",Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2020/03/09 00:00:00+00,Não,8796
9239593,3291.494140625,298.873011007405,8825,BessaHotel Baixa,"TURISBESSA, LDA","TURISBESSA, LDA",Hotel,4,94,188,87,7,0,0,0,NaoIntegra,,Não,Sim,120,Não,"Piscina Interior, Ginásio",2020,Sim,2020/10/25 00:00:00+00,2025/10/25 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.bessahotel.com,infobaixa@bessahotel.com,Rua Dr. Alves da Veiga nº 155,4000-074,Porto,"41,1498901208423 ; -8,60357997485446",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2020/10/26 00:00:00+00,Sim,8825
