,X,Y,OBJECTID,NrRNAL,Denominacao,DataRegisto,DataAberturaPublico,Modalidade,NrUtentes,Email,Endereco,CodigoPostal,Freguesia,Concelho,Distrito,lat,lon
845,-8.62131500028375,41.1532056043567,160991678,6440,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 4º frente,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
846,-8.62131500028375,41.1532056043567,160991679,6441,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 1º frente,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
847,-8.62131500028375,41.1532056043567,160991680,6442,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 2º frente,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
850,-8.61255152505542,41.1451177073675,160991683,6472,FLAT 59,2015-02-03,2015-02-15,Apartamento,2,pdslda@gmail.com,Rua Caldeireiros 59 2 E,4050-140,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.145147,-8.612537
851,-8.61379257456986,41.1430156950131,160991684,6474,Mouzinho 134 - Cinzento,2014-10-20,2014-10-20,Apartamento,0,mouzinho134@gmail.com,Rua Mouzinho da Silveira 134 3º DF,4050-416,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142952,-8.613718
852,-8.61379257456986,41.1430156950131,160991685,6475,Mouzinho 134 - Laranja,2014-10-20,2014-10-20,Apartamento,0,mouzinho134@gmail.com,Rua Mouzinho da Silveira 134 2º DT,4050-416,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142952,-8.613718
855,-8.62131500028375,41.1532056043567,160991688,6491,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,4,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 3º direito,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
859,-8.62131500028375,41.1532056043567,160991692,6523,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 4º cen/dire,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
860,-8.60975548998749,41.1476026934092,160991693,6524,Rivoli Cinema Hostel,2014-10-09,2014-10-09,EstabelecimentoHospedagemHostel,42,sitiosprovaveis@gmail.com,Rua Doutor Magalhães Lemos 83,4000-332,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147558,-8.609782
865,-8.62131500028375,41.1532056043567,160991698,6556,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 1º frente,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
866,-8.59756400051582,41.1512820006575,160991699,6557,"ECO FOR ALL, CONSULTORIA, COMUNICAÇÃO E SUSTENTABILIDADE, LDA",2014-09-05,2014-09-05,Apartamento,0,martascruz@yahoo.com,Avenida Fernão de Magalhães 209 2º habit. 4,4300-190,Bonfim,Porto,Porto,41.151978,-8.597416
868,-8.62131500028375,41.1532056043567,160991701,6559,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 4º cent/dir,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
871,-8.62131500028375,41.1532056043567,160991704,6576,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 3º esq,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
872,-8.58624511834144,41.1480575879998,160991705,6589,"Moreira & Vieira, Lda",2014-09-24,2014-09-24,EstabelecimentoHospedagem,0,pensaomoderna@hotmais.com,Rua Estação 74,4300-171,Campanhã,Porto,Porto,41.148091,-8.586504
873,-8.62131500028375,41.1532056043567,160991706,6590,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 3º esq,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
874,-8.62131500028375,41.1532056043567,160991707,6592,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 5º cent/direi,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
877,-8.60285963648936,41.1446237041769,160991710,14,Centenry Fontaínhas Apartments 1,2014-12-01,2014-12-01,Apartamento,6,apcf.pc@gmail.com,Rua Fontaínhas 167 1.º,4000-240,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.14464,-8.602883
878,-8.60285963648936,41.1446237041769,160991711,15,Centenry Fontaínhas Apartments 1,2014-12-01,2014-12-01,Apartamento,6,apcf.pc@gmail.com,Rua Fontaínhas 167,4000-240,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.14464,-8.602883
879,-8.60285963648936,41.1446237041769,160991712,16,Centenry Fontaínhas Apartments 3,2014-12-01,2014-12-01,Apartamento,6,apcf.pc@gmail.com,Rua Fontaínhas 167 3.º,4000-240,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.14464,-8.602883
880,-8.61432268658872,41.1420687826515,160991713,32,inPátio Guest House,2014-12-01,2012-09-10,EstabelecimentoHospedagem,12,info@inpatio.pt,Pátio São Salvador 22,4050-567,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.141932,-8.614154
980,-8.61687892178143,41.143417302548,160991813,600,Apartamentos S. Miguel,2014-12-09,2014-12-09,Apartamento,6,apartmentssmiguel@gmail.com,Rua São Miguel 56 4,4050-559,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143455,-8.616868
987,-8.60460199983127,41.1573570008694,160991820,634,Santa Catarina,2014-12-09,2014-12-09,Apartamento,4,paulacsbraga@hotmail.com,Rua de Santa Catarina 1207 4º  Dto Frt,4000-457,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.156899,-8.604753
1070,-8.62129530292453,41.1514825474116,160991903,6164,Rosario Apartments,2012-10-16,2012-10-16,Apartamento,2,info@castroportugal.pt,Rua Rosário 337 3º,4050-525,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.151487,-8.621314
1072,-8.61225648687509,41.1462309243927,160991905,6166,Almada 15 1ET,2014-07-22,2014-07-22,Apartamento,2,jorge.frias.bulhosa@gmail.com,Rua Almada 15 1.4 Fração F,4050-036,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146265,-8.612245
1078,-8.61653600070148,41.1418860005572,160991911,6199,Casa da Bolsa,2014-06-03,2014-06-03,Apartamento,4,info@flatinporto.com,Rua O Comércio do Porto 108 1º direito,4050-209,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142222,-8.61606
1083,-8.61209164332548,41.1659362523737,160991916,6230,Residencial Vale Formoso,2010-12-30,2010-12-30,EstabelecimentoHospedagem,0,geral@residencialvaleformoso.com,Rua Capitão Pombeiro 175,4250-373,Paranhos,Porto,Porto,41.165869,-8.612224
1090,-8.61849086771041,41.1427931044412,160991923,6263,bnapartments Rio,2015-02-03,2015-02-03,Apartamento,2,staff@bnapartments.com,Rua Francisco da Rocha Soares 54 2º Traz,4050-280,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142787,-8.618484
1096,-8.61849086771041,41.1427931044412,160991929,6281,bnapartments Rio,2015-02-03,2015-02-03,Apartamento,2,staff@bnapartments.com,Rua Francisco da Rocha Soares 54 3 Traz,4050-280,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142787,-8.618484
1097,-8.61849086771041,41.1427931044412,160991930,6283,bnapartments Rio,2015-02-03,2015-02-03,Apartamento,2,staff@bnapartments.com,Rua Francisco da Rocha Soares 54 R/c,4050-280,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142787,-8.618484
1098,-8.61098749975528,41.1437580008829,160991931,6299,"BENARDI - Sociedade Imobiliária, S.A.",2014-07-17,2014-07-17,Apartamento,0,domingosferreiramartins@gmail.com,Travessa São Sebastião 51 1º D Fração D,4050-569,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144086,-8.611451
1101,-8.61145484558687,41.1440984633847,160991934,6315,"BENARDI - Sociedade Imobiliária, S.A.",2014-07-17,2014-07-17,Apartamento,0,domingosferreiramartins@gmail.com,Travessa São Sebastião 51 r/c ET Fração C,4050-569,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144086,-8.611451
1102,-8.67714750055582,41.1510555014331,160991935,6330,Bartolomeu Foz Apartments Sea View,2015-02-03,2015-02-03,Apartamento,9,alvesecraveiro@gmail.com,Travessa Banhos 14,4150-121,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,Porto,41.151114,-8.677054
1109,-8.61225648687509,41.1462309243927,160991942,6349,Almada 15 2EF,2014-07-22,2014-07-22,Apartamento,2,jorge.frias.bulhosa@gmail.com,Rua Almada 15 2.1 Fração G,4050-036,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146265,-8.612245
1110,-8.62131500028375,41.1532056043567,160991943,6364,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,3,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 7º frente,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1112,-8.62131500028375,41.1532056043567,160991945,6367,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,3,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 7º cen/esq,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1113,-8.60671035209131,41.1492041403325,160991946,6380,BY Bolhão - Apartments,2014-07-29,2014-07-29,Apartamento,0,jmgreina@outlook.pt,Rua Alexandre Braga 76 3º tras. Fração G,4000-049,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149207,-8.606596
1114,-8.62131500028375,41.1532056043567,160991947,6381,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 6º direito,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1115,-8.60750910709248,41.1540373544454,160991948,6384,Citydrops,2014-08-12,2014-08-12,Moradia,16,alexandre.carranca@ondaplanetaria.com,Rua Raúl Dória 11,4000-409,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.154093,-8.607535
1116,-8.61132202518056,41.1536273463268,160991949,6397,Porto Center,2014-09-03,2014-12-09,Apartamento,4,porto.center@gmail.com,Rua Gonçalo Cristóvão 356 6º,4000-266,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.153709,-8.611313
1117,-8.62131500028375,41.1532056043567,160991950,6399,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 2º frente,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1122,-8.62131500028375,41.1532056043567,160991955,6433,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 7º cent/dire,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1126,-8.62131500028375,41.1532056043567,160991959,6451,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 5º cent/esq,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1128,-8.61379257456986,41.1430156950131,160991961,6466,Mouzinho134 - Verde,2014-10-20,2014-10-20,Apartamento,0,mouzinho134@gmail.com,Rua Mouzinho da Silveira 134 2º EF,4050-416,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142952,-8.613718
1129,-8.61379257456986,41.1430156950131,160991962,6467,Mouzinho134 - Azul,2014-10-20,2014-10-20,Apartamento,0,mouzinho134@gmail.com,Rua Mouzinho da Silveira 134 4º E,4050-416,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142952,-8.613718
1130,-8.61379257456986,41.1430156950131,160991963,6482,Mouzinho 134 - Amarelo,2014-10-20,2014-10-20,Apartamento,0,mouzinho134@gmail.com,Rua Mouzinho da Silveira 134 1º,4050-416,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142952,-8.613718
1132,-8.5985910362953,41.1493933943872,160991965,6484,Boa Aventura Apartment,2014-06-23,2014-06-23,Apartamento,0,geral@quintadaboaventura.com,Campo 24 de Agosto 197 2º direito Fração M,4300-505,Bonfim,Porto,Porto,41.149371,-8.598474
1135,-8.62131500028375,41.1532056043567,160991968,6499,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 6º esq,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1146,-8.62131500028375,41.1532056043567,160991979,6581,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 3º frente,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1148,-8.62131500028375,41.1532056043567,160991981,6584,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 5º cent/dire,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1151,-8.62131500028375,41.1532056043567,160991984,6600,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 7º cen/esq,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1152,-8.62131500028375,41.1532056043567,160991985,6615,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 1º cent/dir,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1153,-8.62131500028375,41.1532056043567,160991986,6616,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 3º cent/dire,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1155,-8.62131500028375,41.1532056043567,160991988,6618,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 7º direito,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1157,-8.62131500028375,41.1532056043567,160991990,6634,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 1º cent/esq,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1158,-8.60482031200488,41.1533402935295,160991991,6648,Estudios Porto Solar,2013-01-07,2013-01-07,Apartamento,0,residencial.solar@hotmail.com,"Rua Santa Catarina 797  B,D,M,L,N",4000-454,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.153187,-8.604847
1159,-8.615316585314,41.1423494972777,160991992,6667,Casas do Porto - Ribeira Apartments,2013-09-19,2013-09-19,Apartamento,2,rjbarreira@gmail.com,Rua Ferreira Borges 69 1º frente,4050-253,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142311,-8.615413
1161,-8.615316585314,41.1423494972777,160991994,6681,Casas do Porto - Ribeira Apartments,2013-09-19,2013-09-19,Apartamento,2,rjbarreira@gmail.com,Rua Ferreira Borges 69 2º frente,4050-253,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142311,-8.615413
1167,-8.60480651747539,41.1531215298455,160992000,6701,José Manuel da Costa Faria,2013-02-21,2013-02-21,Apartamento,0,geral@amaisarquitectura.com,Rua Santa Catarina 789 2º traseiras,4000-454,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.153118,-8.60487
1168,-8.62131500028375,41.1532056043567,160992001,6606,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 3º cen/esq,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1169,-8.68117613738126,41.1563395223797,160992002,6607,Pedro Manuel Magalhães Serpa Pinto,2014-11-05,2014-11-05,Apartamento,0,pedroserpapinto@dnn.com.pt,Avenida Brasil 472 3º Fração E,4150-153,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,Porto,41.156389,-8.681077
1170,-8.62131500028375,41.1532056043567,160992003,6608,Serviced Apartments - Boavista Palace,2011-07-07,2011-07-07,Apartamento,5,martins@goldencrest.pt,Rua Dr. Emilio Peres 74 4º esq,4050-653,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157788,-8.623471
1174,-8.60482031200488,41.1533402935295,160992007,6640,Estudios Porto Solar,2013-01-07,2013-01-07,Apartamento,0,residencial.solar@hotmail.com,Rua Santa Catarina 797 3º frente Fração H,4000-454,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.153187,-8.604847
1175,-8.6025638104865,41.1616125312513,160992008,6641,Charming House Marquês ,2015-02-04,2015-02-01,Moradia,10,geral@charminghousemarques.com,Rua Constituição 361,4200-199,Bonfim,Porto,Porto,41.161518,-8.602604
